2018-02-22 00:26:37 INFO  TC001_VerifyLoginWithInvalidCredentials:28 - ================ Starting verifyLoginWithInvalidCredentials Test ==================
2018-03-05 20:07:45 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (771a4393-1a72-4df1-b1a1-dc3940c2f388)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-05 20:10:22 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-05 20:10:22 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (6cb97d1a-78a0-445f-b312-7fc40fc05575)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-05 20:12:27 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-05 20:12:27 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (4efc5a5e-ba21-46c1-bc49-6d66eef76362)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:09:04 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:09:04 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (8b51fb6f-0705-480b-ae84-ebcbeac0075c)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:11:38 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:11:38 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (95c99c71-ae20-4d17-95cf-0ebd50caf25d)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:14:43 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:14:43 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (9b8a4bb2-7129-40ba-be96-bc35db181c5f)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:16:17 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:16:17 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (96805346-76b5-43b3-acb7-7e723429ea66)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:17:47 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:17:47 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (c08542b9-afe4-4515-8d6d-4d3fc1b3965d)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:20:53 INFO  TestBase:31 - Launching browserfirefox
2018-03-06 10:20:59 INFO  TestBase:43 - Navigating to URL : https://phptravels.com/demo/
2018-03-06 10:21:02 INFO  TC001_VerifyNavigatedToSignUpPage:29 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 10:43:24 INFO  TestBase:31 - Launching browserfirefox
2018-03-06 10:43:30 INFO  TestBase:43 - Navigating to URL : https://phptravels.com/demo/
2018-03-06 10:43:34 INFO  TC001_VerifyNavigatedToSignUpPage:26 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:43:34 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (3ffb2bb3-4e2d-4654-a81d-5743babf39c5)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:43:37 INFO  HomePage:28 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (3ffb2bb3-4e2d-4654-a81d-5743babf39c5)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 10:43:37 INFO  TC001_VerifyNavigatedToSignUpPage:29 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 10:49:46 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 10:49:46 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (02bf9ef7-6f26-466b-a8ef-47202d1cb626)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 10:49:50 INFO  HomePage:28 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (02bf9ef7-6f26-466b-a8ef-47202d1cb626)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 10:49:50 INFO  TestBase:31 - Launching browserfirefox
2018-03-06 10:49:56 INFO  TestBase:43 - Navigating to URL : https://phptravels.com/demo/
2018-03-06 10:49:59 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 11:06:17 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 11:06:17 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (754a3fb6-e6d1-41ba-a780-c83c7c09c467)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 11:06:19 INFO  HomePage:28 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (754a3fb6-e6d1-41ba-a780-c83c7c09c467)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 11:06:20 INFO  TestBase:31 - Launching browserfirefox
2018-03-06 11:06:26 INFO  TestBase:43 - Navigating to URL : https://phptravels.com/demo/
2018-03-06 11:08:37 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 11:08:37 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 11:11:05 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 11:19:31 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 11:19:32 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (1af06af6-7905-4321-acb3-3910f2821718)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 11:19:37 INFO  HomePage:28 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (1af06af6-7905-4321-acb3-3910f2821718)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 11:19:37 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 12:08:30 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 12:08:31 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (6fa7aa29-33d2-4db8-a4d3-aabdb87996cc)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 12:08:34 INFO  HomePage:28 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (6fa7aa29-33d2-4db8-a4d3-aabdb87996cc)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 12:59:19 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 12:59:20 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (39bb0f8f-1421-45b6-9863-c40e6c8b1db2)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 12:59:24 INFO  HomePage:31 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (39bb0f8f-1421-45b6-9863-c40e6c8b1db2)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 12:59:34 INFO  HomePage:35 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (39bb0f8f-1421-45b6-9863-c40e6c8b1db2)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-06 12:59:34 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-06 13:03:36 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 13:03:36 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (eb77f7a3-226b-47f0-ad09-1337c627f435)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 13:03:40 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (eb77f7a3-226b-47f0-ad09-1337c627f435)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 13:06:06 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 13:06:07 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (deab1961-45c2-4b51-bc5c-c95f4acdee14)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 13:06:10 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (deab1961-45c2-4b51-bc5c-c95f4acdee14)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 13:06:28 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (deab1961-45c2-4b51-bc5c-c95f4acdee14)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-06 13:06:28 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-06 13:07:08 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 13:07:08 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (fdf9f5e8-9398-4d20-b867-eb6afd500180)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 13:07:11 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (fdf9f5e8-9398-4d20-b867-eb6afd500180)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 13:07:21 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (fdf9f5e8-9398-4d20-b867-eb6afd500180)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-06 13:07:21 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-06 13:07:21 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 13:08:58 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 13:08:59 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (7223bea0-e226-48fd-8daa-192db596a6ff)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 13:09:02 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (7223bea0-e226-48fd-8daa-192db596a6ff)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 13:09:08 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (7223bea0-e226-48fd-8daa-192db596a6ff)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-06 13:09:08 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-06 13:09:08 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 13:11:04 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-06 13:14:34 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-06 13:14:34 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (71ee5ac0-97c2-461f-a904-9af06132e897)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-06 13:14:38 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (71ee5ac0-97c2-461f-a904-9af06132e897)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-06 13:14:43 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (71ee5ac0-97c2-461f-a904-9af06132e897)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-06 13:14:43 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-06 13:14:43 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:23:16 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:23:16 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (fefb1087-1e75-4015-abd4-f308aea9a21e)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:23:21 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (fefb1087-1e75-4015-abd4-f308aea9a21e)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:23:26 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (fefb1087-1e75-4015-abd4-f308aea9a21e)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:23:26 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:23:26 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:27:28 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:27:29 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (949e78ac-ab7e-456d-8eed-2b991e849f34)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:27:32 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (949e78ac-ab7e-456d-8eed-2b991e849f34)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:27:37 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (949e78ac-ab7e-456d-8eed-2b991e849f34)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:27:37 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:27:37 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:28:49 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:28:49 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (5b410864-efa6-48e8-bcb8-90fff4010f2d)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:28:52 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (5b410864-efa6-48e8-bcb8-90fff4010f2d)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:28:58 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (5b410864-efa6-48e8-bcb8-90fff4010f2d)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:28:58 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:28:58 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:30:14 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:30:15 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (2cb8dc52-201e-4ae6-9c63-9089d4af621c)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:30:19 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (2cb8dc52-201e-4ae6-9c63-9089d4af621c)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:30:25 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (2cb8dc52-201e-4ae6-9c63-9089d4af621c)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:30:25 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:30:25 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:38:17 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:38:17 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (87449793-6301-4b2e-894a-6c337c9af08a)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:38:20 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (87449793-6301-4b2e-894a-6c337c9af08a)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:38:25 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (87449793-6301-4b2e-894a-6c337c9af08a)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:38:25 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:38:25 INFO  TC001_VerifyNavigatedToSignUpPage:30 - ================ Starting verifyRegistrationCompleted Test ==================
2018-03-07 09:42:54 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:42:54 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (673c3986-ea20-4e4a-af8a-d9f1be633a83)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:42:58 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (673c3986-ea20-4e4a-af8a-d9f1be633a83)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:43:03 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (673c3986-ea20-4e4a-af8a-d9f1be633a83)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:43:03 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:44:28 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:44:28 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (c3f1d632-5eb1-4477-8653-dafecc565d84)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:44:32 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (c3f1d632-5eb1-4477-8653-dafecc565d84)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
2018-03-07 09:44:37 INFO  HomePage:37 - clicked on Sign Up Link and object is [[FirefoxDriver: firefox on XP (c3f1d632-5eb1-4477-8653-dafecc565d84)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a/following-sibling::ul/li[2]/a]
2018-03-07 09:44:37 INFO  TC001_VerifyNavigatedToSignUpPage:33 - ================= Finished verifyNavigatedToSignUp Test ===================
2018-03-07 09:46:13 INFO  TC001_VerifyNavigatedToSignUpPage:27 - ================ Starting verifyNavigatedToSignUp Test ==================
2018-03-07 09:46:14 INFO  DemoPage:26 - clicked on HomPage Front end link and object is: [[FirefoxDriver: firefox on XP (9ef45ccd-713d-4bbd-aa4c-4f4ab2cbeae8)] -> xpath: //a[@href='//www.phptravels.net']]
2018-03-07 09:46:17 INFO  HomePage:33 - clicked on My Account and object is [[FirefoxDriver: firefox on XP (9ef45ccd-713d-4bbd-aa4c-4f4ab2cbeae8)] -> xpath: //div[@class='col-md-6 col-sm-8 col-xs-5 go-left']/ul[@class='nav navbar-nav navbar-side navbar-right sidebar go-left']/li[@id='li_myaccount']/a]
